"","uniqueid","island","site","transect","top_color","bowl_color","order","count","dateout","datecoll","duration","order_abbrev"
"229","Saipan_LADTG_L2","saipan","ladtg","L2","y","y","diptera",4,2018-01-17,2018-01-20,3,"diptr"
"230","Saipan_LADTG_L2","saipan","ladtg","L2","y","y","hemiptera",4,2018-01-17,2018-01-20,3,"hmptr"
"231","Saipan_LADTG_L2","saipan","ladtg","L2","w","y","coleoptera",4,2018-01-17,2018-01-20,3,"clptr"
"232","Saipan_LADTG_L2","saipan","ladtg","L2","r","r","hemiptera",4,2018-01-17,2018-01-20,3,"hmptr"
"233","Saipan_Ladtg_L3","saipan","ladtg","L3","r","r","lepidoptera",4,NA,NA,NA,"lpdpt"
"234","Saipan_Ladtg_L3","saipan","ladtg","L3","r","b","apoidea",4,NA,NA,NA,"apoid"
"235","Saipan_Ladtg_L3","saipan","ladtg","L3","b","b","crabronidae",4,NA,NA,NA,"crbrn"
"236","Saipan_Ladtg_L3","saipan","ladtg","L3","b","y","apoidea",4,NA,NA,NA,"apoid"
"237","Saipan_Ladtg_L3","saipan","ladtg","L3","b","r","crabronidae",4,NA,NA,NA,"crbrn"
"238","Saipan_Ladtg_L3","saipan","ladtg","L3","y","r","apoidea",4,NA,NA,NA,"apoid"
"239","Saipan_Ladtg_L3","saipan","ladtg","L3","y","b","apoidea",4,NA,NA,NA,"apoid"
"240","Saipan_Ladtg_L3","saipan","ladtg","L3","w","w","diptera",4,NA,NA,NA,"diptr"
"241","Saipan_Ladtg_L3","saipan","ladtg","L3","w","b","diptera",4,NA,NA,NA,"diptr"
"242","Saipan_MTRL_L1","saipan","mtrl","L1","w","b","diptera",4,2018-01-17,2018-01-20,3,"diptr"
"243","Saipan_MTRL_L1","saipan","mtrl","L1","w","r","lepidoptera",4,2018-01-17,2018-01-20,3,"lpdpt"
"244","Saipan_MTRL_L1","saipan","mtrl","L1","r","w","lepidoptera",4,2018-01-17,2018-01-20,3,"lpdpt"
"245","Guam_Anao_L1","guam","anao","L1","w","y","crabronidae",3,2018-01-12,2018-01-15,3,"crbrn"
"246","Guam_Anao_L1","guam","anao","L1","r","r","apoidea",3,2018-01-12,2018-01-15,3,"apoid"
"247","Guam_Nblas_L1","guam","nblas","L1","r","y","formicidae",3,2018-01-12,2018-01-15,3,"frmcd"
"248","Guam_Nblas_L1","guam","nblas","L1","y","w","diptera",3,2018-01-12,2018-01-15,3,"diptr"
"249","Guam_Nblas_L1","guam","nblas","L1","w","r","formicidae",3,2018-01-12,2018-01-15,3,"frmcd"
"250","Guam_Nblas_L1","guam","nblas","L1","w","w","formicidae",3,2018-01-12,2018-01-15,3,"frmcd"
"251","Guam_Nblas_L2","guam","nblas","L2","r","y","diptera",3,2018-01-12,2018-01-15,3,"diptr"
"252","Guam_Nblas_L3","guam","nblas","L3","y","y","diptera",3,2018-01-12,2018-01-15,3,"diptr"
"253","Guam_Racetrack_L1","guam","race","L1","r","b","formicidae",3,2018-01-12,2018-01-15,3,"frmcd"
"254","Guam_Racetrack_L2","guam","race","L2","b","y","formicidae",3,2018-01-12,2018-01-15,3,"frmcd"
"255","Guam_Racetrack_L3","guam","race","L3","w","y","diptera",3,2018-01-12,2018-01-15,3,"diptr"
"256","Guam_Racetrack_L3","guam","race","L3","b","w","diptera",3,2018-01-12,2018-01-15,3,"diptr"
"257","Guam_Racetrack_L3","guam","race","L3","r","w","formicidae",3,2018-01-12,2018-01-15,3,"frmcd"
"258","Guam_Riti_L1","guam","riti","L1","y","y","partial",3,2018-01-12,2018-01-15,3,"partl"
"259","Guam_Riti_L1","guam","riti","L1","y","r","formicidae",3,2018-01-12,2018-01-15,3,"frmcd"
"260","Guam_Riti_L1","guam","riti","L1","r","r","partial",3,2018-01-12,2018-01-15,3,"partl"
"261","Guam_Riti_L2","guam","riti","L2","w","b","isoptera",3,2018-01-12,2018-01-15,3,"isptr"
"262","Guam_Riti_L3","guam","riti","L3","y","b","partial",3,2018-01-12,2018-01-15,3,"partl"
"263","Guam_Riti_L3","guam","riti","L3","y","y","partial",3,2018-01-12,2018-01-15,3,"partl"
"264","Guam_Riti_L3","guam","riti","L3","w","y","isoptera",3,2018-01-12,2018-01-15,3,"isptr"
"265","Guam_Sblas_L3","guam","sblas","L3","w","y","formicidae",3,2018-01-12,2018-01-15,3,"frmcd"
"266","Saipan_ForbiA_L1","saipan","forbia","L1","r","r","lepidoptera",3,2018-01-17,2018-01-20,3,"lpdpt"
"267","Saipan_ForbiA_L1","saipan","forbia","L1","r","w","lepidoptera",3,2018-01-17,2018-01-20,3,"lpdpt"
"268","Saipan_ForbiA_L1","saipan","forbia","L1","w","r","lepidoptera",3,2018-01-17,2018-01-20,3,"lpdpt"
"269","Saipan_ForbiA_L2","saipan","forbia","L2","y","y","formicidae",3,2018-01-17,2018-01-20,3,"frmcd"
"270","Saipan_ForbiA_L2","saipan","forbia","L2","y","y","lepidoptera",3,2018-01-17,2018-01-20,3,"lpdpt"
"271","Saipan_ForbiA_L2","saipan","forbia","L2","b","y","lepidoptera",3,2018-01-17,2018-01-20,3,"lpdpt"
"272","Saipan_ForbiA_L2","saipan","forbia","L2","b","b","lepidoptera",3,2018-01-17,2018-01-20,3,"lpdpt"
"273","Saipan_ForbiA_L2","saipan","forbia","L2","b","r","lepidoptera",3,2018-01-17,2018-01-20,3,"lpdpt"
"274","Saipan_ForbiA_L2","saipan","forbia","L2","w","y","apoidea",3,2018-01-17,2018-01-20,3,"apoid"
"275","Saipan_ForbiA_L2","saipan","forbia","L2","w","b","lepidoptera",3,2018-01-17,2018-01-20,3,"lpdpt"
"276","Saipan_ForbiA_L2","saipan","forbia","L2","r","b","diptera",3,2018-01-17,2018-01-20,3,"diptr"
"277","Saipan_ForbiA_L3","saipan","forbia","L3","r","y","diptera",3,2018-01-17,2018-01-20,3,"diptr"
"278","Saipan_ForbiA_L3","saipan","forbia","L3","w","y","apoidea",3,2018-01-17,2018-01-20,3,"apoid"
"279","Saipan_ForbiA_L3","saipan","forbia","L3","y","y","apoidea",3,2018-01-17,2018-01-20,3,"apoid"
"280","Saipan_ForbiA_L3","saipan","forbia","L3","y","y","lepidoptera",3,2018-01-17,2018-01-20,3,"lpdpt"
"281","Saipan_ForbiA_L3","saipan","forbia","L3","y","w","lepidoptera",3,2018-01-17,2018-01-20,3,"lpdpt"
"282","Saipan_ForbiA_L3","saipan","forbia","L3","y","r","diptera",3,2018-01-17,2018-01-20,3,"diptr"
"283","Saipan_ForbiGrid_L1","saipan","forbig","L1","y","y","araneae",3,2018-01-17,2018-01-20,3,"arane"
"284","Saipan_ForbiGrid_L1","saipan","forbig","L1","b","w","apoidea",3,2018-01-17,2018-01-20,3,"apoid"
"285","Saipan_ForbiGrid_L1","saipan","forbig","L1","r","w","crabronidae",3,2018-01-17,2018-01-20,3,"crbrn"
"286","Saipan_ForbiGrid_L1","saipan","forbig","L1","b","r","crabronidae",3,2018-01-17,2018-01-20,3,"crbrn"
"287","Saipan_ForbiGrid_L1","saipan","forbig","L1","y","r","diptera",3,2018-01-17,2018-01-20,3,"diptr"
"288","Saipan_ForbiGrid_L1","saipan","forbig","L1","b","y","apoidea",3,2018-01-17,2018-01-20,3,"apoid"
"289","Saipan_ForbiGrid_L1","saipan","forbig","L1","b","y","lepidoptera",3,2018-01-17,2018-01-20,3,"lpdpt"
"290","Saipan_ForbiGrid_L1","saipan","forbig","L1","w","y","coleoptera",3,2018-01-17,2018-01-20,3,"clptr"
"291","Saipan_ForbiGrid_L1","saipan","forbig","L1","w","y","lepidoptera",3,2018-01-17,2018-01-20,3,"lpdpt"
"292","Saipan_ForbiGrid_L1","saipan","forbig","L1","r","y","lepidoptera",3,2018-01-17,2018-01-20,3,"lpdpt"
"293","Saipan_ForbiGrid_L1","saipan","forbig","L1","r","b","diptera",3,2018-01-17,2018-01-20,3,"diptr"
"294","Saipan_ForbiGrid_L2","saipan","forbig","L2","y","y","diptera",3,2018-01-17,2018-01-20,3,"diptr"
"295","Saipan_ForbiGrid_L2","saipan","forbig","L2","b","y","hemiptera",3,2018-01-17,2018-01-20,3,"hmptr"
"296","Saipan_ForbiGrid_L2","saipan","forbig","L2","b","b","crabronidae",3,2018-01-17,2018-01-20,3,"crbrn"
"297","Saipan_ForbiGrid_L2","saipan","forbig","L2","w","y","diptera",3,2018-01-17,2018-01-20,3,"diptr"
"298","Saipan_ForbiGrid_L2","saipan","forbig","L2","w","y","hemiptera",3,2018-01-17,2018-01-20,3,"hmptr"
"299","Saipan_ForbiGrid_L2","saipan","forbig","L2","w","r","apoidea",3,2018-01-17,2018-01-20,3,"apoid"
"300","Saipan_ForbiGrid_L2","saipan","forbig","L2","r","b","lepidoptera",3,2018-01-17,2018-01-20,3,"lpdpt"
"301","Saipan_ForbiGrid_L3","saipan","forbig","L3","b","r","diptera",3,2018-01-17,2018-01-20,3,"diptr"
"302","Saipan_ForbiGrid_L3","saipan","forbig","L3","b","r","crabronidae",3,2018-01-17,2018-01-20,3,"crbrn"
"303","Saipan_ForbiGrid_L3","saipan","forbig","L3","w","y","apoidea",3,2018-01-17,2018-01-20,3,"apoid"
"304","Saipan_ForbiGrid_L3","saipan","forbig","L3","r","b","diptera",3,2018-01-17,2018-01-20,3,"diptr"
"305","Saipan_LADTA_L1","saipan","ladta","L1","y","y","diptera",3,2018-01-17,2018-01-20,3,"diptr"
"306","Saipan_LADTA_L1","saipan","ladta","L1","b","r","lepidoptera",3,2018-01-17,2018-01-20,3,"lpdpt"
"307","Saipan_LADTA_L1","saipan","ladta","L1","w","y","diptera",3,2018-01-17,2018-01-20,3,"diptr"
"308","Saipan_LADTA_L1","saipan","ladta","L1","r","w","hemiptera",3,2018-01-17,2018-01-20,3,"hmptr"
"309","Saipan_LADTA_L1","saipan","ladta","L1","w","r","lepidoptera",3,2018-01-17,2018-01-20,3,"lpdpt"
"310","Saipan_LADTA_L1","saipan","ladta","L1","r","y","diptera",3,2018-01-17,2018-01-20,3,"diptr"
"311","Saipan_LADTA_L2","saipan","ladta","L2","y","y","hemiptera",3,2018-01-17,2018-01-20,3,"hmptr"
"312","Saipan_LADTA_L2","saipan","ladta","L2","y","b","apoidea",3,2018-01-17,2018-01-20,3,"apoid"
"313","Saipan_LADTA_L2","saipan","ladta","L2","y","b","lepidoptera",3,2018-01-17,2018-01-20,3,"lpdpt"
"314","Saipan_LADTA_L2","saipan","ladta","L2","y","w","apoidea",3,2018-01-17,2018-01-20,3,"apoid"
"315","Saipan_LADTA_L2","saipan","ladta","L2","y","w","lepidoptera",3,2018-01-17,2018-01-20,3,"lpdpt"
"316","Saipan_LADTA_L2","saipan","ladta","L2","b","b","apoidea",3,2018-01-17,2018-01-20,3,"apoid"
"317","Saipan_LADTA_L2","saipan","ladta","L2","b","b","lepidoptera",3,2018-01-17,2018-01-20,3,"lpdpt"
"318","Saipan_LADTA_L2","saipan","ladta","L2","b","w","crabronidae",3,2018-01-17,2018-01-20,3,"crbrn"
"319","Saipan_LADTA_L2","saipan","ladta","L2","b","r","diptera",3,2018-01-17,2018-01-20,3,"diptr"
"320","Saipan_LADTA_L2","saipan","ladta","L2","b","r","lepidoptera",3,2018-01-17,2018-01-20,3,"lpdpt"
"321","Saipan_LADTA_L2","saipan","ladta","L2","w","r","diptera",3,2018-01-17,2018-01-20,3,"diptr"
"322","Saipan_LADTA_L2","saipan","ladta","L2","r","y","hemiptera",3,2018-01-17,2018-01-20,3,"hmptr"
"323","Saipan_LADTA_L2","saipan","ladta","L2","r","b","diptera",3,2018-01-17,2018-01-20,3,"diptr"
"324","Saipan_LADTA_L2","saipan","ladta","L2","r","b","apoidea",3,2018-01-17,2018-01-20,3,"apoid"
"325","Saipan_LADTA_L3","saipan","ladta","L3","r","w","diptera",3,2018-01-17,2018-01-20,3,"diptr"
"326","Saipan_LADTA_L3","saipan","ladta","L3","r","y","crabronidae",3,2018-01-17,2018-01-20,3,"crbrn"
"327","Saipan_Ladtg_L1","saipan","ladtg","L1","b","y","lepidoptera",3,NA,NA,NA,"lpdpt"
"328","Saipan_Ladtg_L1","saipan","ladtg","L1","r","y","lepidoptera",3,NA,NA,NA,"lpdpt"
"329","Saipan_Ladtg_L1","saipan","ladtg","L1","w","r","diptera",3,NA,NA,NA,"diptr"
"330","Saipan_Ladtg_L1","saipan","ladtg","L1","y","y","diptera",3,NA,NA,NA,"diptr"
"331","Saipan_Ladtg_L1","saipan","ladtg","L1","w","y","diptera",3,NA,NA,NA,"diptr"
"332","Saipan_LADTG_L2","saipan","ladtg","L2","b","b","hemiptera",3,2018-01-17,2018-01-20,3,"hmptr"
"333","Saipan_LADTG_L2","saipan","ladtg","L2","r","b","diptera",3,2018-01-17,2018-01-20,3,"diptr"
"334","Saipan_LADTG_L2","saipan","ladtg","L2","w","r","diptera",3,2018-01-17,2018-01-20,3,"diptr"
"335","Saipan_LADTG_L2","saipan","ladtg","L2","r","y","hemiptera",3,2018-01-17,2018-01-20,3,"hmptr"
"336","Saipan_LADTG_L2","saipan","ladtg","L2","r","r","apoidea",3,2018-01-17,2018-01-20,3,"apoid"
"337","Saipan_Ladtg_L3","saipan","ladtg","L3","r","w","lepidoptera",3,NA,NA,NA,"lpdpt"
"338","Saipan_Ladtg_L3","saipan","ladtg","L3","r","w","trichoptera",3,NA,NA,NA,"trchp"
"339","Saipan_Ladtg_L3","saipan","ladtg","L3","w","y","lepidoptera",3,NA,NA,NA,"lpdpt"
"340","Saipan_Ladtg_L3","saipan","ladtg","L3","w","r","diptera",3,NA,NA,NA,"diptr"
"341","Saipan_MTRL_L1","saipan","mtrl","L1","w","y","lepidoptera",3,2018-01-17,2018-01-20,3,"lpdpt"
"342","Saipan_MTRL_L1","saipan","mtrl","L1","r","b","apoidea",3,2018-01-17,2018-01-20,3,"apoid"
"343","Saipan_MTRL_L1","saipan","mtrl","L1","y","y","apoidea",3,2018-01-17,2018-01-20,3,"apoid"
"344","Saipan_MTRL_L2","saipan","mtrl","L2","r","w","diptera",3,2018-01-17,2018-01-20,3,"diptr"
"345","Saipan_MTRL_L2","saipan","mtrl","L2","r","y","formicidae",3,2018-01-17,2018-01-20,3,"frmcd"
"346","Saipan_MTRL_L2","saipan","mtrl","L2","w","y","diptera",3,2018-01-17,2018-01-20,3,"diptr"
"347","Saipan_MTRL_L2","saipan","mtrl","L2","b","w","lepidoptera",3,2018-01-17,2018-01-20,3,"lpdpt"
"348","Saipan_MTRL_L3","saipan","mtrl","L3","y","y","diptera",3,2018-01-17,2018-01-20,3,"diptr"
"349","Guam_Anao_L1","guam","anao","L1","r","b","lepidoptera",2,2018-01-12,2018-01-15,3,"lpdpt"
"350","Guam_Anao_L1","guam","anao","L1","w","w","formicidae",2,2018-01-12,2018-01-15,3,"frmcd"
"351","Guam_Anao_L1","guam","anao","L1","w","w","apoidea",2,2018-01-12,2018-01-15,3,"apoid"
"352","Guam_Anao_L1","guam","anao","L1","r","r","lepidoptera",2,2018-01-12,2018-01-15,3,"lpdpt"
"353","Guam_Anao_L1","guam","anao","L1","r","y","crabronidae",2,2018-01-12,2018-01-15,3,"crbrn"
"354","Guam_Anao_L2","guam","anao","L2","y","y","formicidae",2,2018-01-12,2018-01-15,3,"frmcd"
"355","Guam_Anao_L2","guam","anao","L2","y","y","lepidoptera",2,2018-01-12,2018-01-15,3,"lpdpt"
"356","Guam_Anao_L2","guam","anao","L2","b","r","formicidae",2,2018-01-12,2018-01-15,3,"frmcd"
"357","Guam_Anao_L2","guam","anao","L2","w","y","formicidae",2,2018-01-12,2018-01-15,3,"frmcd"
"358","Guam_Anao_L2","guam","anao","L2","w","w","formicidae",2,2018-01-12,2018-01-15,3,"frmcd"
"359","Guam_Anao_L3","guam","anao","L3","r","w","formicidae",2,2018-01-12,2018-01-15,3,"frmcd"
"360","Guam_Anao_L3","guam","anao","L3","w","r","formicidae",2,2018-01-12,2018-01-15,3,"frmcd"
"361","Guam_Nblas_L1","guam","nblas","L1","r","w","diptera",2,2018-01-12,2018-01-15,3,"diptr"
"362","Guam_Nblas_L1","guam","nblas","L1","b","w","crabronidae",2,2018-01-12,2018-01-15,3,"crbrn"
"363","Guam_Nblas_L1","guam","nblas","L1","y","b","formicidae",2,2018-01-12,2018-01-15,3,"frmcd"
"364","Guam_Nblas_L1","guam","nblas","L1","w","b","diptera",2,2018-01-12,2018-01-15,3,"diptr"
"365","Guam_Nblas_L2","guam","nblas","L2","r","w","araneae",2,2018-01-12,2018-01-15,3,"arane"
"366","Guam_Nblas_L2","guam","nblas","L2","r","b","lepidoptera",2,2018-01-12,2018-01-15,3,"lpdpt"
"367","Guam_Nblas_L2","guam","nblas","L2","w","y","coleoptera",2,2018-01-12,2018-01-15,3,"clptr"
"368","Guam_Nblas_L3","guam","nblas","L3","y","y","crabronidae",2,2018-01-12,2018-01-15,3,"crbrn"
"369","Guam_Racetrack_L1","guam","race","L1","y","y","diptera",2,2018-01-12,2018-01-15,3,"diptr"
"370","Guam_Racetrack_L1","guam","race","L1","y","y","lepidoptera",2,2018-01-12,2018-01-15,3,"lpdpt"
"371","Guam_Racetrack_L1","guam","race","L1","b","r","diptera",2,2018-01-12,2018-01-15,3,"diptr"
"372","Guam_Racetrack_L1","guam","race","L1","b","b","diptera",2,2018-01-12,2018-01-15,3,"diptr"
"373","Guam_Racetrack_L1","guam","race","L1","y","w","crabronidae",2,2018-01-12,2018-01-15,3,"crbrn"
"374","Guam_Racetrack_L1","guam","race","L1","y","b","diptera",2,2018-01-12,2018-01-15,3,"diptr"
"375","Guam_Racetrack_L2","guam","race","L2","b","y","diptera",2,2018-01-12,2018-01-15,3,"diptr"
"376","Guam_Racetrack_L2","guam","race","L2","b","r","diptera",2,2018-01-12,2018-01-15,3,"diptr"
"377","Guam_Racetrack_L2","guam","race","L2","b","r","crabronidae",2,2018-01-12,2018-01-15,3,"crbrn"
"378","Guam_Racetrack_L2","guam","race","L2","b","w","formicidae",2,2018-01-12,2018-01-15,3,"frmcd"
"379","Guam_Racetrack_L2","guam","race","L2","y","y","isoptera",2,2018-01-12,2018-01-15,3,"isptr"
"380","Guam_Racetrack_L2","guam","race","L2","y","r","lepidoptera",2,2018-01-12,2018-01-15,3,"lpdpt"
"381","Guam_Racetrack_L2","guam","race","L2","y","w","formicidae",2,2018-01-12,2018-01-15,3,"frmcd"
"382","Guam_Racetrack_L2","guam","race","L2","y","b","diptera",2,2018-01-12,2018-01-15,3,"diptr"
"383","Guam_Racetrack_L2","guam","race","L2","y","b","formicidae",2,2018-01-12,2018-01-15,3,"frmcd"
"384","Guam_Racetrack_L2","guam","race","L2","y","b","lepidoptera",2,2018-01-12,2018-01-15,3,"lpdpt"
"385","Guam_Racetrack_L2","guam","race","L2","w","b","formicidae",2,2018-01-12,2018-01-15,3,"frmcd"
"386","Guam_Racetrack_L2","guam","race","L2","w","y","formicidae",2,2018-01-12,2018-01-15,3,"frmcd"
"387","Guam_Racetrack_L2","guam","race","L2","r","b","diptera",2,2018-01-12,2018-01-15,3,"diptr"
"388","Guam_Racetrack_L3","guam","race","L3","r","y","formicidae",2,2018-01-12,2018-01-15,3,"frmcd"
"389","Guam_Racetrack_L3","guam","race","L3","y","w","crabronidae",2,2018-01-12,2018-01-15,3,"crbrn"
"390","Guam_Racetrack_L3","guam","race","L3","w","y","crabronidae",2,2018-01-12,2018-01-15,3,"crbrn"
"391","Guam_Racetrack_L3","guam","race","L3","b","b","araneae",2,2018-01-12,2018-01-15,3,"arane"
"392","Guam_Racetrack_L3","guam","race","L3","b","w","crabronidae",2,2018-01-12,2018-01-15,3,"crbrn"
"393","Guam_Racetrack_L3","guam","race","L3","b","y","diptera",2,2018-01-12,2018-01-15,3,"diptr"
"394","Guam_Racetrack_L3","guam","race","L3","b","y","crabronidae",2,2018-01-12,2018-01-15,3,"crbrn"
"395","Guam_Riti_L1","guam","riti","L1","w","y","formicidae",2,2018-01-12,2018-01-15,3,"frmcd"
"396","Guam_Riti_L1","guam","riti","L1","b","r","isoptera",2,2018-01-12,2018-01-15,3,"isptr"
"397","Guam_Riti_L2","guam","riti","L2","r","b","formicidae",2,2018-01-12,2018-01-15,3,"frmcd"
"398","Guam_Riti_L3","guam","riti","L3","r","r","lepidoptera",2,2018-01-12,2018-01-15,3,"lpdpt"
"399","Guam_Riti_L3","guam","riti","L3","b","r","coleoptera",2,2018-01-12,2018-01-15,3,"clptr"
"400","Guam_Sblas_L1","guam","sblas","L1","b","b","formicidae",2,2018-01-12,2018-01-15,3,"frmcd"
"401","Guam_Sblas_L1","guam","sblas","L1","y","y","diptera",2,2018-01-12,2018-01-15,3,"diptr"
"402","Guam_Sblas_L1","guam","sblas","L1","y","y","formicidae",2,2018-01-12,2018-01-15,3,"frmcd"
"403","Guam_Sblas_L1","guam","sblas","L1","b","w","formicidae",2,2018-01-12,2018-01-15,3,"frmcd"
"404","Guam_Sblas_L1","guam","sblas","L1","w","r","lepidoptera",2,2018-01-12,2018-01-15,3,"lpdpt"
"405","Guam_Sblas_L2","guam","sblas","L2","r","w","formicidae",2,2018-01-12,2018-01-15,3,"frmcd"
"406","Guam_Sblas_L2","guam","sblas","L2","b","y","formicidae",2,2018-01-12,2018-01-15,3,"frmcd"
"407","Guam_Sblas_L2","guam","sblas","L2","b","b","formicidae",2,2018-01-12,2018-01-15,3,"frmcd"
"408","Guam_Sblas_L3","guam","sblas","L3","w","b","diptera",2,2018-01-12,2018-01-15,3,"diptr"
"409","Guam_Sblas_L3","guam","sblas","L3","w","b","coleoptera",2,2018-01-12,2018-01-15,3,"clptr"
"410","Guam_Sblas_L3","guam","sblas","L3","w","y","crabronidae",2,2018-01-12,2018-01-15,3,"crbrn"
"411","Saipan_ForbiA_L1","saipan","forbia","L1","r","r","diptera",2,2018-01-17,2018-01-20,3,"diptr"
"412","Saipan_ForbiA_L1","saipan","forbia","L1","r","w","diptera",2,2018-01-17,2018-01-20,3,"diptr"
"413","Saipan_ForbiA_L1","saipan","forbia","L1","r","w","apoidea",2,2018-01-17,2018-01-20,3,"apoid"
"414","Saipan_ForbiA_L1","saipan","forbia","L1","b","y","lepidoptera",2,2018-01-17,2018-01-20,3,"lpdpt"
"415","Saipan_ForbiA_L1","saipan","forbia","L1","w","r","diptera",2,2018-01-17,2018-01-20,3,"diptr"
"416","Saipan_ForbiA_L1","saipan","forbia","L1","y","b","diptera",2,2018-01-17,2018-01-20,3,"diptr"
"417","Saipan_ForbiA_L1","saipan","forbia","L1","r","y","lepidoptera",2,2018-01-17,2018-01-20,3,"lpdpt"
"418","Saipan_ForbiA_L1","saipan","forbia","L1","r","b","diptera",2,2018-01-17,2018-01-20,3,"diptr"
"419","Saipan_ForbiA_L2","saipan","forbia","L2","y","b","apoidea",2,2018-01-17,2018-01-20,3,"apoid"
"420","Saipan_ForbiA_L2","saipan","forbia","L2","y","y","hemiptera",2,2018-01-17,2018-01-20,3,"hmptr"
"421","Saipan_ForbiA_L2","saipan","forbia","L2","y","w","hemiptera",2,2018-01-17,2018-01-20,3,"hmptr"
"422","Saipan_ForbiA_L2","saipan","forbia","L2","b","b","diptera",2,2018-01-17,2018-01-20,3,"diptr"
"423","Saipan_ForbiA_L2","saipan","forbia","L2","b","r","diptera",2,2018-01-17,2018-01-20,3,"diptr"
"424","Saipan_ForbiA_L2","saipan","forbia","L2","w","y","coleoptera",2,2018-01-17,2018-01-20,3,"clptr"
"425","Saipan_ForbiA_L2","saipan","forbia","L2","w","y","formicidae",2,2018-01-17,2018-01-20,3,"frmcd"
"426","Saipan_ForbiA_L2","saipan","forbia","L2","w","b","apoidea",2,2018-01-17,2018-01-20,3,"apoid"
"427","Saipan_ForbiA_L2","saipan","forbia","L2","w","w","apoidea",2,2018-01-17,2018-01-20,3,"apoid"
"428","Saipan_ForbiA_L2","saipan","forbia","L2","w","w","crabronidae",2,2018-01-17,2018-01-20,3,"crbrn"
"429","Saipan_ForbiA_L2","saipan","forbia","L2","w","w","lepidoptera",2,2018-01-17,2018-01-20,3,"lpdpt"
"430","Saipan_ForbiA_L2","saipan","forbia","L2","w","r","apoidea",2,2018-01-17,2018-01-20,3,"apoid"
"431","Saipan_ForbiA_L2","saipan","forbia","L2","r","y","formicidae",2,2018-01-17,2018-01-20,3,"frmcd"
"432","Saipan_ForbiA_L2","saipan","forbia","L2","r","w","lepidoptera",2,2018-01-17,2018-01-20,3,"lpdpt"
"433","Saipan_ForbiA_L2","saipan","forbia","L2","r","r","diptera",2,2018-01-17,2018-01-20,3,"diptr"
"434","Saipan_ForbiA_L3","saipan","forbia","L3","r","y","apoidea",2,2018-01-17,2018-01-20,3,"apoid"
"435","Saipan_ForbiA_L3","saipan","forbia","L3","r","w","coleoptera",2,2018-01-17,2018-01-20,3,"clptr"
"436","Saipan_ForbiA_L3","saipan","forbia","L3","w","w","diptera",2,2018-01-17,2018-01-20,3,"diptr"
"437","Saipan_ForbiA_L3","saipan","forbia","L3","w","r","lepidoptera",2,2018-01-17,2018-01-20,3,"lpdpt"
"438","Saipan_ForbiA_L3","saipan","forbia","L3","b","w","coleoptera",2,2018-01-17,2018-01-20,3,"clptr"
"439","Saipan_ForbiA_L3","saipan","forbia","L3","b","w","apoidea",2,2018-01-17,2018-01-20,3,"apoid"
"440","Saipan_ForbiA_L3","saipan","forbia","L3","b","b","diptera",2,2018-01-17,2018-01-20,3,"diptr"
"441","Saipan_ForbiA_L3","saipan","forbia","L3","y","w","apoidea",2,2018-01-17,2018-01-20,3,"apoid"
"442","Saipan_ForbiGrid_L1","saipan","forbig","L1","y","w","lepidoptera",2,2018-01-17,2018-01-20,3,"lpdpt"
"443","Saipan_ForbiGrid_L1","saipan","forbig","L1","b","b","apoidea",2,2018-01-17,2018-01-20,3,"apoid"
"444","Saipan_ForbiGrid_L1","saipan","forbig","L1","b","b","crabronidae",2,2018-01-17,2018-01-20,3,"crbrn"
"445","Saipan_ForbiGrid_L1","saipan","forbig","L1","r","r","lepidoptera",2,2018-01-17,2018-01-20,3,"lpdpt"
"446","Saipan_ForbiGrid_L1","saipan","forbig","L1","y","r","lepidoptera",2,2018-01-17,2018-01-20,3,"lpdpt"
"447","Saipan_ForbiGrid_L1","saipan","forbig","L1","b","y","crabronidae",2,2018-01-17,2018-01-20,3,"crbrn"
"448","Saipan_ForbiGrid_L1","saipan","forbig","L1","r","b","apoidea",2,2018-01-17,2018-01-20,3,"apoid"
"449","Saipan_ForbiGrid_L1","saipan","forbig","L1","w","b","diptera",2,2018-01-17,2018-01-20,3,"diptr"
"450","Saipan_ForbiGrid_L1","saipan","forbig","L1","w","b","lepidoptera",2,2018-01-17,2018-01-20,3,"lpdpt"
"451","Saipan_ForbiGrid_L1","saipan","forbig","L1","w","r","diptera",2,2018-01-17,2018-01-20,3,"diptr"
"452","Saipan_ForbiGrid_L1","saipan","forbig","L1","w","r","hemiptera",2,2018-01-17,2018-01-20,3,"hmptr"
"453","Saipan_ForbiGrid_L1","saipan","forbig","L1","w","r","crabronidae",2,2018-01-17,2018-01-20,3,"crbrn"
"454","Saipan_ForbiGrid_L1","saipan","forbig","L1","w","r","lepidoptera",2,2018-01-17,2018-01-20,3,"lpdpt"
"455","Saipan_ForbiGrid_L2","saipan","forbig","L2","y","y","hemiptera",2,2018-01-17,2018-01-20,3,"hmptr"
"456","Saipan_ForbiGrid_L2","saipan","forbig","L2","y","b","hemiptera",2,2018-01-17,2018-01-20,3,"hmptr"
"457","Saipan_ForbiGrid_L2","saipan","forbig","L2","y","w","hemiptera",2,2018-01-17,2018-01-20,3,"hmptr"
